Location,Property Type,Bedrooms,Bathrooms,Size (sqm),Amenities,Price (KES),Listing Date,size_sqft,price_per_sqft,amenity_score,month,year,log_price
westlands area,Apartment,3.0,2.0,88.0,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gym, Hospital, Kids Play Area, Lift/Elevator, Nearby, Parking, Pet Friendly, Scenic View, School, Service Charge Included, Shopping Centre, Walk In Closet, Wheelchair Access",13000000,2026-02-18,947.2231999999999,13724.326008906877,25,2,2026,16.38045991542581
kileleshwa,Apartment,2.0,1.0,58.0,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gym, Hospital, Kids Play Area, Lift/Elevator, Nearby, Parking, Pet Friendly, Scenic View, School, Service Charge Included, Shopping Centre, Walk In Closet, Wheelchair Access",6000000,2026-02-18,624.3062,9610.668611011712,25,2,2026,15.60727002719233
kilimani,Apartment,1.0,2.0,88.0,"3 Bed, 3 Bed Apartment with En Suite in Kilimani, Aircon, Alarm, Apartments, Apartments for sale in Kilimani, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gym, Hospital, Kids Play Area, Kilimani, Lift/Elevator, Nairobi, Nearby, Parking, Pet Friendly, Sale, Scenic View, School, Service Charge Included, Shopping Centre, Swimming Pool, Walk In Closet, Wheelchair Access",9000000,2026-02-18,947.2231999999999,9501.456467704762,33,2,2026,16.012735135300492
kileleshwa,Apartment,1.0,1.0,77.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Golf Course, Gym, Hospital, Kids Play Area, Lift/Elevator, Nearby, Parking, Pet Friendly, Scenic View, School, Shopping Centre, Swimming Pool, Wheelchair Access",7820000,2026-02-18,828.8203,9435.097089200157,24,2,2026,15.872195112521494
kilimani,Apartment,1.0,1.0,84.89473684210526,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gym, Hospital, Kids Play Area, Lift/Elevator, Nearby, Parking, Pet Friendly, Scenic View, School, Service Charge Included, Shopping Centre, Walk In Closet, Wheelchair Access",3000000,2026-02-18,913.7984578947368,3282.9996309159665,25,2,2026,14.914122846632385
kilimani,Apartment,4.0,4.0,105.0,"4 Bed Apartment with En Suite in Kilimani, 4+ Bed, Aircon, Alarm, Apartments, Apartments for sale in Kilimani, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gym, Hospital, Kids Play Area, Kilimani, Lift/Elevator, Nairobi, Nearby, Parking, Pet Friendly, Sale, Scenic View, School, Service Charge Included, Shopping Centre, Swimming Pool, Walk In Closet, Wheelchair Access",13000000,2026-02-18,1130.2095,11502.292274131478,33,2,2026,16.38045991542581
lavington,Villa,5.0,6.0,630.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Gym, Hospital, Kids Play Area, Nearby, Parking, School, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",167000000,2026-02-10,6781.257,24626.702689486625,23,2,2026,18.93350437038103
lavington,Villa,6.0,7.0,700.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Hospital, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",160000000,2026-02-03,7534.73,21235.0011214735,21,2,2026,18.890684373198102
runda,Villa,4.0,5.0,304.0,"Bus Stop, En Suite, Garden, Hospital, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters",47000000,2025-12-08,3272.2255999999998,14363.31284737825,10,12,2025,17.665658159674333
loresho,Villa,6.0,6.0,503.0,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Gym, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Service Charge Included, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",68000000,2025-06-11,5414.2417,12559.46885415182,27,6,2025,18.03501826314038
other,Villa,4.0,5.0,432.0,"Borehole, En Suite, Gym, Hospital, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Swimming Pool",95000000,2025-11-06,4650.0048,20430.086437760237,11,11,2025,18.369387449564815
loresho,Villa,4.0,5.0,,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, CCTV, Electric Fence, En Suite, Garden, Gated Community, Golf Course, Gym, Hospital, Nearby, Parking, Scenic View, School, Shopping Centre, Walk In Closet",108000000,2025-07-14,129.1668,836128.169158019,20,7,2025,18.497641785088494
loresho,Villa,4.0,5.0,780.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Gym, Kids Play Area, Parking, Service Charge Included, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",96000000,2025-04-29,8395.842,11434.231373101113,19,4,2025,18.37985874943211
kilimani,Villa,4.0,5.0,84.89473684210526,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Golf Course, Gym, Hospital, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",25000000,2023-05-08,913.7984578947368,27358.330257633053,23,5,2023,17.034386382832476
karen,Villa,4.0,4.0,380.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Golf Course, Gym, Hospital, Nearby, Parking, Scenic View, School, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",90000000,2021-04-12,4090.2819999999997,22003.372872579446,22,4,2021,18.31532022829454
lavington,Townhouse,5.0,6.0,284.94117647058823,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, En Suite, Fibre Internet, Garden, Hospital, Nearby, Parking, School, Shopping Centre, Staff Quarters",75000000,2026-02-17,3067.0783294117646,24453.23918883554,15,2,2026,18.132998671500584
lavington,Townhouse,4.0,4.0,284.94117647058823,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Gym, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",168000000,2026-02-17,3067.0783294117646,54775.25578299161,26,2,2026,18.939474537367534
lavington,Townhouse,5.0,6.0,284.94117647058823,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, En Suite, Fibre Internet, Garden, Hospital, Nearby, Parking, School, Shopping Centre, Staff Quarters",160000000,2026-02-13,3067.0783294117646,52166.910269515814,15,2,2026,18.890684373198102
lavington,Townhouse,5.0,6.0,250.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Service Charge Included, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",65000000,2026-02-11,2690.975,24154.813775676103,24,2,2026,17.98989782785991
lavington,Townhouse,5.0,5.0,284.94117647058823,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Gym, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",160000000,2026-02-05,3067.0783294117646,52166.910269515814,24,2,2026,18.890684373198102
lavington,Townhouse,4.0,4.0,392.0,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Service Charge Included, Serviced, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",58000000,2025-08-20,4219.4488,13745.871261668111,26,8,2025,17.875953568510692
lavington,Townhouse,5.0,6.0,284.94117647058823,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Gym, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Shopping Centre, Walk In Closet, Wheelchair Access",78000000,2026-01-26,3067.0783294117646,25431.36875638896,24,1,2026,18.172219384653864
lavington,Townhouse,5.0,6.0,284.94117647058823,"Aircon, Alarm, BBQ, Backup Generator, Balcony, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",75000000,2026-01-21,3067.0783294117646,24453.23918883554,23,1,2026,18.132998671500584
other,Townhouse,4.0,4.0,432.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Gym, Kids Play Area, Parking, Service Charge Included, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",110000000,2026-01-19,4650.0048,23655.889559511856,19,1,2026,18.51599092375669
runda,Townhouse,5.0,6.0,500.0,Read more,150000000,2026-01-13,5381.95,27870.938971933967,1,1,2026,18.82614585206053
westlands area,Townhouse,4.0,5.0,450.0,"BBQ, Balcony, Bus Stop, CCTV, Electric Fence, En Suite, Garden, Gated Community, Hospital, Kids Play Area, Nearby, Parking, School, Shopping Centre, Staff Quarters, Walk In Closet",60000000,2026-01-08,4843.755,12387.083987526206,16,1,2026,17.909855120186375
lavington,Townhouse,5.0,5.0,543.0,"BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Garden, Gated Community, Hospital, Kids Play Area, Nearby, Parking, School, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",150000000,2025-10-25,5844.7977,25663.848040454846,20,10,2025,18.82614585206053
other,Townhouse,4.0,5.0,,"Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Gym, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Shopping Centre, Staff Quarters, Swimming Pool, Wheelchair Access",38800000,2025-10-16,21.5278,1802320.720185063,21,10,2025,17.4739308045935
other,Townhouse,3.0,2.0,220.3142632195899,"Alarm, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Service Charge Included, Shopping Centre, Staff Quarters, Walk In Closet, Wheelchair Access",21000000,2025-09-26,2371.4406978693437,8855.376404254073,21,9,2025,16.860032995687696
kitisuru,Townhouse,5.0,4.0,299.0,"Aircon, Alarm, BBQ, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Gated Community, Golf Course, Hospital, Kids Play Area, Nearby, Parking, Scenic View, School, Service Charge Included, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",55000000,2025-08-03,3218.4060999999997,17089.20449784134,25,8,2025,17.822843743196746
kitisuru,Townhouse,5.0,6.0,498.0,"Backup Generator, Balcony, Bus Stop, CCTV, En Suite, Garden, Gated Community, Gym, Hospital, Nearby, Parking, School, Service Charge Included, Shopping Centre, Swimming Pool",95000000,2025-07-16,5360.4222,17722.484620707673,15,7,2025,18.369387449564815
runda,Townhouse,4.0,5.0,304.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Golf Course, Hospital, Nearby, Parking, Scenic View, School, Service Charge Included, Shopping Centre, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",120000000,2024-02-08,3272.2255999999998,36672.28812096574,23,2,2024,18.60300230074632
lavington,Townhouse,5.0,6.0,550.0,"Alarm, BBQ, Backup Generator, Balcony, Borehole, Bus Stop, CCTV, Electric Fence, En Suite, Fibre Internet, Garden, Golf Course, Gym, Hospital, Nearby, Parking, Scenic View, School, Staff Quarters, Swimming Pool, Walk In Closet, Wheelchair Access",75000000,2021-09-26,5920.1449999999995,12668.60862360635,22,9,2021,18.132998671500584
